Date;Prec;Temp;IRA;IRI;Q;Flow
2011-12-28;0.0;23.8;0.0;0.0;0.013174711424313605;0.1304
2011-12-29;0.0;23.0;0.0;0.0;0.011436942739511504;0.1132
2011-12-30;0.0;23.52;0.0;0.0;0.008426157460028795;0.0834
2011-12-31;7.8;22.84;0.0;0.0;0.013174711424313605;0.1304
2012-01-01;1.7;22.76;0.0;0.0;0.030350332146194838;0.3004
2012-01-02;1.25;23.88;0.0;0.0;0.0194084514157258;0.1921
2012-01-03;0.0;26.12;0.0;0.0;0.0194084514157258;0.1921
2012-01-04;2.85;24.08;0.0;0.0;0.015084236316334518;0.1493
2012-01-05;0.0;23.4;0.0;0.0;0.011436942739511504;0.1132
2012-01-06;0.0;25.8;0.0;0.0;0.011436942739511504;0.1132
2012-01-07;0.0;25.8;0.0;0.0;0.008426157460028795;0.0834
2012-01-08;0.0;27.68;0.0;0.0;0.005991260640044455;0.0593
2012-01-09;12.8;29.6;0.0;0.0;0.004061529135409563;0.0402
